id,title,artist,genre,mood,instrument,theme,occasion,language,era,audience,tempo,summary,youtube_url
YgFyi74DVjc,Written In The Stars,Tinie Tempah,Hip hop music,nostalgic,"Singing, Drum kit, Electric guitar, Synthesizer, Keyboard (musical)","overcoming struggles, aspiration","nostalgia, personal reflection",English,2000s,"young adults, fans of hip hop and pop music",92.21311475,"The song reflects themes of aspiration and overcoming struggles, resonating with listeners who feel nostalgic about the past. It features a blend of hip hop and pop elements, making it appealing to a wide audience.",https://www.youtube.com/watch?v=YgFyi74DVjc
3CxtK7-XtE0,POPSTAR,DJ Khaled ft. Drake,Rhythm and blues,Exciting,"Singing, Musical instrument","Friendship, Fame","Casual listening, Parties",English,2020s,Fans of pop and hip-hop,160.71428571 BPM,"The song features a collaboration between DJ Khaled and Drake, with Justin Bieber starring in the music video. It explores themes of fame and friendship, showcasing a vibrant and exciting atmosphere.",https://www.youtube.com/watch?v=3CxtK7-XtE0
9I9Ar6upx34,This Is Love,will.i.am,Electronic music,Nostalgic,"Piano, Synthesizer, Drum and bass",Love and celebration,"Parties, Clubs",English,2010-2014,"Young adults, EDM fans",127.8409091,"A nostalgic electronic dance track that celebrates love and good times, characterized by its upbeat tempo and catchy lyrics. The song evokes memories of the early 2010s music scene, blending pop and EDM elements.",https://www.youtube.com/watch?v=9I9Ar6upx34
Z9eMk051dYg,Party,Chris Brown,"Hip hop music, Rhythm and blues",Exciting,"Singing, Synthesizer, Keyboard (musical)","Party, Celebration","Party, Dance",English,,"Fans of Chris Brown, Usher, and dance music",140.625 BPM,"A catchy and exciting party anthem featuring impressive choreography and collaborations between Chris Brown, Usher, and Gucci Mane, celebrated for its vibrant visuals and dance elements.",https://www.youtube.com/watch?v=Z9eMk051dYg
c4BLVznuWnU,Lego House,Ed Sheeran,Pop music,Happy music,Guitar,,,English,,,160.7142857,"The song evokes nostalgia and happiness, with a catchy pop melody and acoustic instrumentation.",https://www.youtube.com/watch?v=c4BLVznuWnU
OrTyD7rjBpw,Just Can't Get Enough,The Black Eyed Peas,Pop music,Nostalgic,"Synthesizer, Sampler, Keyboard","Memories, Life experiences","Throwback, Reflection",English,2010s,"Young adults, Nostalgia seekers",125 BPM,"The song evokes feelings of nostalgia and reflection on past experiences, resonating with listeners who reminisce about their youth and simpler times.",https://www.youtube.com/watch?v=OrTyD7rjBpw
g_uoH6hJilc,King,Years & Years,Pop music,Nostalgic,"Singing, Drum and bass, Keyboard, Synthesizer",Feeling controlled by someone and wanting to be let go,,English,2010s,Young adults,119.68 BPM,"The song 'King' by Years & Years explores themes of control and the desire for freedom, characterized by a catchy pop sound and emotional lyrics. It evokes nostalgia and resonates with listeners across different ages.",https://www.youtube.com/watch?v=g_uoH6hJilc
#NAME?,Type of Way,Rich Homie Quan,Hip hop music,nostalgic,Singing,life and gratitude,"celebration, remembrance",English,2010s,young adults,133.92857143 BPM,"The song reflects on life experiences, gratitude, and nostalgia, resonating deeply with listeners who associate it with significant moments in their lives, especially during the early 2010s.",https://www.youtube.com/watch?v=-KKbdErJkiY
HAfFfqiYLp0,All Of The Lights,Kanye West,Pop music,Nostalgic,"Orchestra, Piano, Brass instrument, Cello, Double bass, Violin, Guitar, Drum and bass, Synthesizer",Reflection on past relationships and fame,"Graduation, Parties",English,2000s,Fans of hip-hop and pop music,140.625 BPM,"A collaborative masterpiece featuring multiple artists, blending orchestral elements with hip-hop, reflecting on personal struggles and fame, evoking nostalgia and memorable experiences.",https://www.youtube.com/watch?v=HAfFfqiYLp0
p2cQSPRTdhg,No Flex Zone,Rae Sremmurd,Hip hop music,Nostalgic,"Singing, Drum machine, Synthesizer, Sampler, Drum kit, Keyboard",Reminiscing about youth and past experiences,"Casual listening, Parties",English,2010s,"Young adults, teenagers",119.68 BPM,"A nostalgic hip hop track that evokes memories of youth and carefree times, characterized by high-pitched vocals and a catchy beat.",https://www.youtube.com/watch?v=p2cQSPRTdhg
XPBwXKgDTdE,Mine,Taylor Swift,Pop music,Nostalgic,Guitar,Love and relationships,,English,2010s,Young adults,122.2826087,"The song 'Mine' by Taylor Swift reflects themes of love and relationships, capturing a nostalgic mood that resonates with listeners who grew up with her music. The use of guitar adds to its pop sound, making it relatable and memorable.",https://www.youtube.com/watch?v=XPBwXKgDTdE
6Dh-RL__uN4,bitch lasagna,PewDiePie,Hip hop music,Exciting,"Guitar, Synthesizer, Keyboard","Nostalgia, Internet culture",,English,2010s,"YouTube users, PewDiePie fans",75 BPM,"A humorous diss track that became a viral sensation, reflecting internet culture and nostalgia for the YouTube community.",https://www.youtube.com/watch?v=6Dh-RL__uN4
WXxV9g7lsFE,Replay (Prequel) [Music Video],Iyaz,Rhythm and blues,nostalgic,"Singing, Sampler, Drum and bass, Synthesizer, Keyboard","memories, love",,English,2000s,"young adults, nostalgic listeners",90.72580645 BPM,"The song evokes nostalgia and fond memories of childhood, resonating with listeners who grew up in the late 2000s. It features a catchy melody and themes of love and reminiscence, making it a favorite among those reflecting on their past.",https://www.youtube.com/watch?v=WXxV9g7lsFE
X2BYmmTI04I,She Looks So Perfect,5 Seconds of Summer,Pop music,Nostalgic,"Guitar, Drum kit, Synthesizer","Youth, Love, Body positivity","Throwback, Parties",English,2010s,"Teenagers, Young adults",160.71428571 BPM,"A nostalgic pop song that captures the essence of youth and love, celebrated for its catchy melody and relatable lyrics about body positivity and teenage experiences.",https://www.youtube.com/watch?v=X2BYmmTI04I
I3dezFzsNss,?�르??(Growl),EXO,Pop music,Nostalgic,"Singing, Sampler, Synthesizer, Keyboard","Legendary status, nostalgia","Celebration, remembrance",Korean,2010s,K-pop fans,90.73 BPM,"A nostalgic and iconic K-pop song that has maintained its popularity over the years, celebrated for its legendary status and memorable performances.",https://www.youtube.com/watch?v=I3dezFzsNss
3ExWsVFJlFo,Never Let You Go,Justin Bieber,Pop music,Nostalgic,Singing,Memories and love,Childhood reminiscence,English,2010s,Young adults and teens,104.17 BPM,"The song evokes nostalgia and memories of childhood, resonating with listeners who reflect on their past experiences and emotions associated with growing up and first loves.",https://www.youtube.com/watch?v=3ExWsVFJlFo
Qc9c12q3mrc,Addicted To You,Avicii,Pop music,Tender music,"Singing, Acoustic guitar, Keyboard (musical), Piano",Love and addiction,,English,,"LGBTQ+ community, general music lovers",127.84090909 BPM,"The song explores themes of love and addiction, featuring a blend of pop elements and emotional vocals. It has resonated with listeners, particularly within the LGBTQ+ community, as it offers representation and acceptance.",https://www.youtube.com/watch?v=Qc9c12q3mrc
wV1FrqwZyKw,Born This Way,Lady Gaga,Pop music,Empowering,"Singing, Keyboard (musical), Violin, Cello","Self-acceptance, Love, Identity","Pride celebrations, Personal empowerment",English,2010s,"LGBTQ+ community, Young adults",125 BPM,"An empowering anthem celebrating self-acceptance and diversity, encouraging listeners to embrace their identities and love themselves as they are.",https://www.youtube.com/watch?v=wV1FrqwZyKw
9dcVOmEQzKA,Just Lose It,Eminem,Hip hop music,Exciting,"Drum machine, Drum kit, Synthesizer, Keyboard (musical), Scratching (performance technique)","Comedy, Satire, Controversy","Party, Nostalgia",English,2000s,Fans of hip hop and comedy rap,80.35714286 BPM,"The song blends humor and satire, showcasing Eminem's unique style of addressing controversial topics while maintaining an entertaining vibe. It features a mix of hip hop elements and comedic undertones, appealing to a wide audience and evoking nostalgia for the early 2000s.",https://www.youtube.com/watch?v=9dcVOmEQzKA
w4s6H4ku6ZY,Like A G6,Far East Movement,Electronic music,Nostalgic,"Singing, Sampler, Synthesizer, Drum and bass, Keyboard","Party, Youth, Nostalgia","Parties, Clubs, Celebrations",English,2010s,"Young adults, Teens",125 BPM,"A nostalgic party anthem from 2010 that continues to resonate with listeners, characterized by its electronic beats and catchy lyrics, often associated with fun memories of youth and club culture.",https://www.youtube.com/watch?v=w4s6H4ku6ZY
G2RCCDSBEGk,Bumpy Ride,Mohombi,Afrobeat,nostalgic,"Singing, Sampler, Rattle, Drum and bass, Synthesizer",memories of childhood,"parties, gatherings",English,2000s,"young adults, nostalgic listeners",104.16666667 BPM,"A nostalgic song that evokes memories of childhood and simpler times, often associated with parties and gatherings. The song features a blend of Afrobeat and pop elements, making it a favorite among listeners reminiscing about their youth.",https://www.youtube.com/watch?v=G2RCCDSBEGk
nlR0MkrRklg,Santa Tell Me,Ariana Grande,Christmas music,festive,"Singing, Jingle bell, Bell, Tambourine, Orchestra, Violin","Christmas spirit, longing for love during the holidays",Christmas,English,,"general public, Christmas music lovers",95.34 BPM,"Ariana Grande's 'Santa Tell Me' captures the festive spirit of Christmas, with a catchy melody and a blend of traditional holiday instruments. The song resonates with listeners who eagerly anticipate the holiday season, expressing a longing for love and joy amidst the festivities.",https://www.youtube.com/watch?v=nlR0MkrRklg
qV5lzRHrGeg,I Really Like You,Carly Rae Jepsen,Pop music,"Nostalgic, Positive","Singing, Drum and bass, Sampler, Synthesizer","Crush, Affection","Casual listening, Celebrations",English,2010s,General pop music fans,122.2826087 BPM,"A catchy pop song expressing feelings of affection and nostalgia, featuring a playful music video with Tom Hanks.",https://www.youtube.com/watch?v=qV5lzRHrGeg
eQWG8BVeryU,Turn Up the Music,Chris Brown,Dance music,Energetic,"Singing, Drum and bass, Synthesizer","Celebration, Dance","Party, Rave",English,2010s,"Young adults, Dance music enthusiasts",130.81 BPM,"A high-energy dance track that showcases Chris Brown's exceptional talent in singing and choreography, often associated with party and rave atmospheres.",https://www.youtube.com/watch?v=eQWG8BVeryU
6vYnas6q3Sg,CoCo,O.T. Genasis,Hip hop music,"Nostalgic, Exciting","Drum kit, Synthesizer","Drug culture, Passion","Party, Celebration",English,2010s,"Young adults, Hip hop fans",119.68 BPM,"The song 'CoCo' by O.T. Genasis combines catchy hooks with themes centered around drug culture, particularly cocaine, presented in a humorous and nostalgic light. Its infectious beat and memorable lyrics have made it a classic in hip hop, evoking feelings of excitement and nostalgia among listeners.",https://www.youtube.com/watch?v=6vYnas6q3Sg
BDocp-VpCwY,Ocean,Martin Garrix feat. Khalid,Pop music,Calming,"Singing, Keyboard, Synthesizer, Guitar",Love and connection,"Relaxation, Emotional moments",English,,"General audience, Fans of Khalid and Martin Garrix",140.625 BPM,"A soothing collaboration that explores themes of love and emotional support, featuring Khalid's heartfelt vocals complemented by Martin Garrix's melodic production.",https://www.youtube.com/watch?v=BDocp-VpCwY
6pA_Tou-DPI,The Boys,Girls' Generation,Pop music,Exciting,"Singing, Drum, Synthesizer, Keyboard","Empowerment, Confidence","Celebration, Party",Korean,2010s,"K-Pop fans, Young adults",114.8 BPM,"A powerful and iconic K-Pop song that showcases Girls' Generation's influence in the music industry, characterized by its catchy chorus and high-energy production. The song emphasizes themes of empowerment and confidence, making it a staple in celebrations and parties.",https://www.youtube.com/watch?v=6pA_Tou-DPI
ErCAOMi5EGM,Drop The World,Lil Wayne,Hip hop music,"Intense, Reflective","Drum, Synthesizer, Keyboard","Overcoming struggles, Legacy","Nostalgia, Remembrance",English,2010s,"Fans of Hip hop, Nostalgic listeners",144.23076923 BPM,"A collaboration between Lil Wayne and Eminem that showcases intense lyrical delivery and emotional depth, reflecting on personal struggles and legacy. The song is celebrated for its powerful verses and has become a nostalgic classic for many listeners.",https://www.youtube.com/watch?v=ErCAOMi5EGM
yZqmarGShxg,Under Control,Calvin Harris & Alesso,Electronic dance music,"Nostalgic, Euphoric","Singing, Synthesizer, Drum and bass","Memories, Excitement","Parties, Festivals, Summer",English,2010s,"EDM fans, Nostalgia seekers",125 BPM,"A nostalgic electronic dance track that evokes memories of the golden era of EDM, characterized by euphoric beats and captivating vocals.",https://www.youtube.com/watch?v=yZqmarGShxg
LPgvNlrBfb0,Want U Back (US Version),Cher Lloyd,Pop music,Nostalgic,"Singing, Drum and bass, Synthesizer","Heartbreak, Youth","Throwback parties, Personal reflection",English,2010s,Teens and young adults,98.68421053 BPM,"A catchy pop song that evokes nostalgia and reflects on themes of heartbreak and youthful experiences, often associated with memories of growing up.",https://www.youtube.com/watch?v=LPgvNlrBfb0
jqYxyd1iSNk,Birthday,Katy Perry,Pop music,Exciting,"Singing, Sampler, Synthesizer","Birthday celebration, nostalgia",Birthday,English,,"Young adults, nostalgic listeners",125 BPM,"A catchy pop song that celebrates birthdays, often appreciated for its upbeat melody and creative lyric video. The song has a playful and exciting vibe, with some listeners reflecting on its deeper meanings as they grow older.",https://www.youtube.com/watch?v=jqYxyd1iSNk
X7rdg_tKzKQ,Ride Out,"Kid Ink, Tyga, Wale, YG, Rich Homie Quan",Hip hop music,Exciting,"Drum, Synthesizer","Tribute, Friendship","Driving, Remembrance",English,,Fans of hip hop and Fast & Furious franchise,93.75 BPM,"The song 'Ride Out' features a collaboration of multiple hip hop artists and serves as a tribute to the late Rich Homie Quan and Paul Walker. It is characterized by an exciting mood, making it suitable for driving playlists and moments of remembrance.",https://www.youtube.com/watch?v=X7rdg_tKzKQ
Dr1nN__-2Po,Secrets,Tiësto & KSHMR feat. Vassy,Electronic dance music,Nostalgic,"Singing, Synthesizer","Memories, Celebration","Parties, Festivals",English,2010s,"EDM fans, Young adults",127.8409091,"A nostalgic electronic dance music track that celebrates the golden era of EDM, featuring memorable melodies and engaging vocals.",https://www.youtube.com/watch?v=Dr1nN__-2Po
BiOmXeKyrxo,Lolly,"Maejor Ali ft. Juicy J, Justin Bieber",Pop music,Exciting,"Singing, Sampler, Synthesizer, Keyboard","Nostalgia, Youth, Fun","Parties, Celebrations",English,2010s,"Teens, Young Adults",152 BPM,"A catchy pop song that reflects youthful exuberance and nostalgia, featuring infectious beats and playful lyrics. It has become a nostalgic anthem for many listeners, often associated with fun memories from the early 2010s.",https://www.youtube.com/watch?v=BiOmXeKyrxo
BofL1AaiTjo,Live It Up,Jennifer Lopez,Pop music,Upbeat,"Singing, Synthesizer, Keyboard","Nostalgia, Celebration","Summer parties, Dance events","English, Spanish",2010s,Fans of pop and dance music,127.84090909 BPM,"A vibrant collaboration between Jennifer Lopez and Pitbull, this song captures the essence of summer celebrations and nostalgia, making it a favorite for dance events and parties.",https://www.youtube.com/watch?v=BofL1AaiTjo
vdrqA93sW-8,Pound The Alarm,Nicki Minaj,Electronic dance music,"Nostalgic, Uplifting","Singing, Steelpan, Synthesizer, Keyboard","Celebration, Nostalgia","Party, Summer",English,2010s,"Fans of Pop and Rap music, Young adults",125 BPM,"The song is a vibrant blend of pop and rap, characterized by its catchy hooks and danceable beats, evoking feelings of nostalgia and celebration. It showcases Nicki Minaj's versatility as an artist while appealing to a wide audience, particularly those who grew up in the 2010s.",https://www.youtube.com/watch?v=vdrqA93sW-8
y_SI2EDM6Lo,Break Your Heart,Taio Cruz,Pop music,Nostalgic,"Singing, Drum and bass, Sampler, Synthesizer, Keyboard",Heartbreak,Party,English,2010s,Young adults,122.28 BPM,"A nostalgic pop song featuring themes of heartbreak and partying, characterized by electronic beats and catchy melodies.",https://www.youtube.com/watch?v=y_SI2EDM6Lo
DRS_PpOrUZ4,In My Feelings,Drake,Hip hop music,nostalgic,"Keyboard, Piano, Drum machine, Synthesizer, Guitar","love, relationships","parties, summer vibes",English,2010s,young adults,181.45 BPM,"A nostalgic track that evokes feelings of love and good times, often associated with summer vibes and memorable moments from 2018.",https://www.youtube.com/watch?v=DRS_PpOrUZ4
5Nrv5teMc9Y,Just Like Fire,P!nk,Pop music,"Empowering, Nostalgic","Singing, Acoustic guitar","Self-acceptance, Individuality","Personal reflection, Family moments",English,2010s,"Fans of P!nk, Disney moviegoers",81.52 BPM,"The song conveys themes of individuality and self-acceptance, resonating with listeners through its empowering lyrics and nostalgic connection to childhood memories. P!nk's deep voice and personal touches in the music video enhance its emotional impact.",https://www.youtube.com/watch?v=5Nrv5teMc9Y
r_8ydghbGSg,Skyscraper,Demi Lovato,Pop music,"Empowering, Sad","Piano, Guitar","Resilience, Overcoming Struggles",,English,,"Fans of Demi Lovato, Individuals facing mental health challenges",102.27 BPM,"A powerful ballad about resilience and overcoming personal struggles, resonating deeply with listeners who have faced adversity.",https://www.youtube.com/watch?v=r_8ydghbGSg
KnEXrbAQyIo,Sweat,Snoop Dogg,Electronic dance music,Nostalgic,Synthesizer,Party and celebration,Clubbing,English,2010s,Dance music enthusiasts,130.81 BPM,"A timeless club banger that blends Snoop Dogg's rap with David Guetta's electronic beats, creating a nostalgic vibe that resonates with listeners across generations.",https://www.youtube.com/watch?v=KnEXrbAQyIo
i-gyZ35074k,Stay The Night,Zedd ft. Hayley Williams,Electronic dance music,Nostalgic,"Singing, Keyboard, Synthesizer, Guitar, Piano","Memories, Relationships","Throwback, Parties",English,2010s,"Young adults, Nostalgia seekers",127.8409091,"This song evokes strong feelings of nostalgia, reminding listeners of their youth and significant memories associated with the early 2010s. It features a blend of electronic dance music elements, highlighted by Hayley Williams' captivating vocals.",https://www.youtube.com/watch?v=i-gyZ35074k
M6t47RI4bns,Blessings,Big Sean,Hip hop music,Exciting,"Singing, Sampler, Synthesizer, Keyboard","Blessings, Struggles, Success","Celebration, Motivation",English,,Fans of Hip hop and Rap,119.68 BPM,"The song features Big Sean, Drake, and Kanye West discussing themes of success, struggles, and blessings in their lives, with a mix of nostalgic references and personal reflections.",https://www.youtube.com/watch?v=M6t47RI4bns
OrSadmwmmAs,Rake It Up,Yo Gotti ft. Nicki Minaj,Hip hop music,Exciting,"Drum machine, Synthesizer, Keyboard (musical)","Empowerment, Confidence","Party, Celebration",English,,Fans of hip hop and pop music,148 BPM,"The song features energetic beats and showcases Nicki Minaj's powerful verses, highlighting her dominance in the rap genre. It is celebrated for its catchy hooks and vibrant production, making it suitable for parties and celebrations.",https://www.youtube.com/watch?v=OrSadmwmmAs
Hr0Wv5DJhuk,7 Things,Miley Cyrus,Pop music,Nostalgic,"Guitar, Drum kit, Synthesizer","Heartbreak, Love, Resilience","Nostalgic listening, Breakup",English,2000s to 2010s,"Young adults, Fans of Miley Cyrus",106.1320755,"A nostalgic pop song reflecting on the complexities of love and heartbreak, resonating with listeners who grew up during the late 2000s.",https://www.youtube.com/watch?v=Hr0Wv5DJhuk
pT20g6lTZ-k,Help Me Help You,Logan Paul,Pop music,Nostalgic,"Guitar, Singing","Memories, Relationships",Casual listening,English,2010s,"Young adults, Fans of Logan Paul",133.9285714,"The song evokes nostalgia for the simpler times of the late 2010s, reflecting on past relationships and memories associated with Logan Paul's earlier YouTube career. Many comments express fondness for the era and the song's catchy nature.",https://www.youtube.com/watch?v=pT20g6lTZ-k
ZQ2nCGawrSY,Russian Roulette,Rihanna,Pop music,"Haunting, Emotional","Singing, Electric guitar, Drum machine, Synthesizer","Abusive relationships, Struggle, Resilience",,English,2000s,Fans of emotional and powerful ballads,39.89 BPM,"A powerful ballad that explores themes of emotional struggle and resilience, often interpreted as a reflection on abusive relationships. The song features haunting melodies and a blend of electronic and acoustic instruments, showcasing Rihanna's vocal prowess.",https://www.youtube.com/watch?v=ZQ2nCGawrSY
T-sxSd1uwoU,I Wanna Go,Britney Spears,Electronic music,Exciting,"Drum machine, Synthesizer, Keyboard","Desire for freedom, Struggle","Dance party, Nostalgia",English,2000s,"Pop music fans, Britney Spears supporters",130.81 BPM,"The song reflects Britney's desire for freedom and her struggles, resonating with themes of liberation amidst control. It has become an anthem for the #FreeBritney movement, highlighting the contrast between its upbeat sound and the deeper, more serious lyrical content.",https://www.youtube.com/watch?v=T-sxSd1uwoU
E2tMV96xULk,I Know You Want Me (Calle Ocho),Pitbull,Dance music,Nostalgic,"Singing, Sampler, Synthesizer",Memories of youth and summer,"Parties, Celebrations","Spanish, English",2000s,"Young adults, Nostalgia seekers",127.8409091,"A nostalgic dance track that evokes memories of youth and summer parties, blending English and Spanish lyrics.",https://www.youtube.com/watch?v=E2tMV96xULk
o7iL2KzDh38,So Far Away,Martin Garrix & David Guetta,Pop music,"Nostalgic, Emotional","Singing, Guitar, Electric guitar, Keyboard, Piano","Love, Longing, Heartbreak","Reflective moments, Sad occasions",English,,"Young adults, Fans of electronic and pop music",148 BPM,"The song expresses deep feelings of longing and heartbreak, resonating with listeners who reflect on lost love and cherished memories. Its emotional lyrics and captivating melody create a nostalgic atmosphere.",https://www.youtube.com/watch?v=o7iL2KzDh38
hWjrMTWXH28,Gettin' Over You,David Guetta & Chris Willis Feat. Fergie & LMFAO,Dance music,Upbeat,Synthesizer,Love and partying,Clubbing,English,,Party-goers,133.93 BPM,"A high-energy dance track that combines electronic beats with catchy vocals, perfect for parties and clubs.",https://www.youtube.com/watch?v=hWjrMTWXH28
Od-6uzcLGqw,In Your Eyes,INNA feat. Yandel,Dance music,Energetic,"Singing, Sampler, Synthesizer, Keyboard, Drum machine","Love, Dance","Party, Club","English, Spanish",2010s,"Young adults, Dance music fans",127.8409091,"A vibrant dance track that combines catchy melodies with energetic beats, perfect for parties and clubs. The collaboration with Yandel adds a Latin flair, making it a favorite among fans of both artists.",https://www.youtube.com/watch?v=Od-6uzcLGqw
b-3BI9AspYc,What Now,Rihanna,Pop music,Emotional,"Singing, Electric piano, Keyboard, Piano, Guitar, Drum and bass, Synthesizer","Anxiety, Loss, Self-reflection","Personal reflection, Mourning",English,,"Young adults, People experiencing emotional struggles",119.68 BPM,"The song resonates deeply with listeners, capturing feelings of anxiety, loss, and self-reflection. It serves as an emotional outlet for those navigating difficult times in their lives.",https://www.youtube.com/watch?v=b-3BI9AspYc
7OrLroFa0AI,GLORIOUS,Macklemore feat. Skylar Grey,Pop music,Emotional,"Piano, Keyboard, Electric piano, Synthesizer",Celebration of life and family,Birthday,English,,"General audience, especially those with close family ties",140.625 BPM,"A heartfelt tribute celebrating the life and love shared between a grandson and his grandmother, highlighting themes of family, nostalgia, and the importance of cherishing loved ones.",https://www.youtube.com/watch?v=7OrLroFa0AI
KD5fLb-WgBU,Nobody To Love,Sigma,Electronic music,Nostalgic,"Drum and bass, Keyboard, Piano, Synthesizer, Guitar",Love and loneliness,"Reflective moments, Parties",English,2010s,Young adults,87.890625 BPM,"The song evokes feelings of nostalgia and reflection on love and loneliness, resonating with listeners across different years since its release.",https://www.youtube.com/watch?v=KD5fLb-WgBU
UA8rcLvS1BY,Champagne Showers,LMFAO,Electronic dance music,Nostalgic,"Keyboard, Synthesizer, Drum and bass","Party, Celebration","Clubbing, Parties",English,2010s,"Young adults, Party-goers",130.81 BPM,"A nostalgic electronic dance music track that embodies the party spirit of the early 2010s, celebrated for its energetic beats and memorable lyrics.",https://www.youtube.com/watch?v=UA8rcLvS1BY
cimoNqiulUE,Headlines,Drake,Hip hop music,nostalgic,"Drum machine, Synthesizer, Keyboard (musical), Guitar, Brass instrument","success, reflection",,English,2010s,"young adults, hip hop fans",100.4464286,"This song is a nostalgic reflection on success and confidence, showcasing Drake's prime years in hip hop. It features a blend of electronic and traditional instruments, creating a unique sound that resonates with fans even years after its release.",https://www.youtube.com/watch?v=cimoNqiulUE
1Uw6ZkbsAH8,Princess Of China,Coldplay ft. Rihanna,Pop music,"Nostalgic, Emotional","Singing, Keyboard, Synthesizer, Violin","Love, Heartbreak",,English,2010s,"Fans of Coldplay and Rihanna, Young adults",85.22727273,"A beautifully emotional collaboration that explores themes of love and heartbreak, evoking nostalgia and deep feelings through its poignant lyrics and captivating melodies.",https://www.youtube.com/watch?v=1Uw6ZkbsAH8
H202k7KfZL0,On My Mind,Ellie Goulding,Pop music,Nostalgic,"Singing, Electric guitar, Synthesizer, Drum and bass","Obsession, Memories","Casual listening, Nostalgia",English,2010s,"Young adults, Fans of Ellie Goulding",156.25 BPM,"A catchy pop song that evokes nostalgia and memories, often associated with childhood and past experiences. It features a blend of electronic and acoustic instruments, creating an upbeat and danceable vibe.",https://www.youtube.com/watch?v=H202k7KfZL0
04854XqcfCY,We Are The Champions,Queen,Rock music,Triumphant,"Singing, Electric guitar, Acoustic guitar, Keyboard","Victory, Perseverance","Celebration, Sports events",English,1970s,"Fans of classic rock, Sports enthusiasts",193.9655172,"A powerful anthem celebrating victory and resilience, often associated with sports triumphs and personal achievements, showcasing Freddie Mercury's legendary vocal prowess.",https://www.youtube.com/watch?v=04854XqcfCY
a5irTX82olg,Rabiosa (English Version),Shakira,Dance music,Uplifting,"Accordion, Saxophone, Synthesizer, Drum kit","Celebration, Dance","Party, Club",English,2010s,"Young adults, Fans of pop and dance music",133.93 BPM,"A vibrant and energetic dance track featuring Shakira and Pitbull, celebrated for its catchy rhythm and engaging lyrics that evoke feelings of joy and nostalgia.",https://www.youtube.com/watch?v=a5irTX82olg
8jzDnsjYv9A,Writing's On The Wall,Sam Smith,Theme music,"Tender music, Sad music","Singing, Orchestra, Piano, Violin","Love, Loss, Emotion","Emotional moments, Tribute",English,Modern,"General music lovers, Bond movie fans",127.8409091,"A powerful and emotional ballad that serves as the theme for the Bond film 'Spectre', showcasing Sam Smith's impressive vocal range and the orchestral arrangement that enhances the song's dramatic impact.",https://www.youtube.com/watch?v=8jzDnsjYv9A
ab9176Srb5Y,Berzerk,Eminem,Hip hop music,Exciting,"Singing, Sampler, Synthesizer, Scratching, Keyboard, Drum kit","Nostalgia, Respect, Aging",,English,2010s,"Fans of Eminem, Hip hop enthusiasts",95.34 BPM,"A high-energy hip hop track that blends nostalgia with themes of respect and aging, featuring Eminem's signature lyrical style and dynamic performance.",https://www.youtube.com/watch?v=ab9176Srb5Y
D7GW8TYCEG4,Moment 4 Life (Clean Version),Nicki Minaj,"Hip hop music, Pop music","Emotional, Reflective","Singing, Violin, Synthesizer, Electric piano, Guitar","Success, Overcoming struggles, Empowerment","Celebration, Nostalgia",English,2010s,"Fans of Nicki Minaj, Hip hop and Pop music listeners",98.68421053,"The song reflects on Nicki Minaj's journey to success, celebrating her achievements and the emotional significance of her career milestones. It resonates with listeners who appreciate her artistry and the impact of her music on their lives.",https://www.youtube.com/watch?v=D7GW8TYCEG4
b3HeLs8Yosw,You Da One,Rihanna,Pop music,Nostalgic,Ukulele,Love,Everyday listening,English,2010s,Young adults,127.84090909 BPM,"This song evokes nostalgia and happiness, often associated with memories of young love and carefree times. It remains popular among listeners, who frequently comment on its lasting impact and catchy rhythm.",https://www.youtube.com/watch?v=b3HeLs8Yosw
f7ld-3nZUxA,Pills N Potions,Nicki Minaj,Pop music,Emotional,"Singing, Drum, Keyboard (musical), Synthesizer","Vulnerability, Support, Relationships",,English,2010s,"Fans of Nicki Minaj, Pop music listeners",112.5 BPM,"The song reflects on themes of vulnerability and relationships, showcasing Nicki Minaj's emotional depth and musical versatility. It has been described as an underrated masterpiece that resonates with listeners even years after its release.",https://www.youtube.com/watch?v=f7ld-3nZUxA
XNtTEibFvlQ,Shots,LMFAO ft. Lil Jon,Dance music,Nostalgic,"Singing, Sampler, Synthesizer","Celebration, Party","Parties, Celebrations, Drinking",English,2010s,"Young adults, Party-goers",127.8409091,"A high-energy party anthem that evokes nostalgia for the early 2010s, often associated with celebrations and drinking games.",https://www.youtube.com/watch?v=XNtTEibFvlQ
M8uPvX2te0I,A Year Without Rain,Selena Gomez & The Scene,Pop music,Nostalgic,"Singing, Synthesizer, Keyboard",Love and longing,"Throwback moments, Emotional reflection",English,2010s,"Young adults, Fans of Selena Gomez",119.68 BPM,"A nostalgic pop song that evokes memories of love and longing, often associated with personal growth and emotional reflection.",https://www.youtube.com/watch?v=M8uPvX2te0I
KNtJGQkC-WI,we can't be friends (wait for your love),Ariana Grande,Pop music,Emotional,"Singing, Keyboard, Synthesizer, Orchestra","Heartbreak, Longing, Memory",,English,,,114.8 BPM,"The song captures the deep emotions associated with heartbreak and longing, reflecting on the pain of missing someone and the desire to erase memories of a past relationship. The music video draws inspiration from the film 'Eternal Sunshine of the Spotless Mind,' enhancing the storytelling aspect of the song.",https://www.youtube.com/watch?v=KNtJGQkC-WI
